Rx_Number,Path_Power_dBm,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordinates
15,-63.6915,Tx-T-D-R-T-Rx,6,"1 -6 1, 1.27549 -7.40635 1.00012, 1.46036 -8.35014 1.0002, 1.44707 -7.40635 1.00014, 1.43357 -8.36497 1.00009, 1.41275 -9.84364 1"
15,-63.7999,Tx-R-R-R-T-T-Rx,7,"1 -6 1, 3.75975 -1.94646 0.389297, 5.06817 -3.86828 0.0997569, 5.27454 -4.1714 0.145425, 3.07211 -7.40635 0.632801, 2.41946 -8.36497 0.777225, 1.41275 -9.84364 1"
16,-37.2528,Tx-T-T-Rx,4,"1 -6 1, 1.33397 -7.40635 1, 1.56161 -8.36497 1, 1.91275 -9.84364 1"
16,-42.4667,Tx-T-D-T-Rx,5,"1 -6 1, 1.3219 -7.40635 1, 1.53832 -8.35188 1, 1.5416 -8.36497 1, 1.91275 -9.84364 1"
16,-48.2328,Tx-T-D-T-R-Rx,6,"1 -6 1, 1.76237 -7.40635 1, 2.27492 -8.35188 1, 2.28151 -8.36497 1, 2.46906 -8.73779 1, 1.91275 -9.84364 1"
16,-49.0263,Tx-T-R-R-T-Rx,6,"1 -6 1, 1.2228 -7.40635 1, 1.37467 -8.36497 1, 1.52656 -7.40635 0.999999, 1.67845 -8.36497 1, 1.91275 -9.84364 1"
16,-49.6385,Tx-T-T-R-D-Rx,6,"1 -6 1, 1.63977 -7.40635 1.12866, 2.07585 -8.36497 1.21636, 2.46906 -9.22933 1.29544, 2.10162 -10.0371 1.36934, 1.91275 -9.84364 1"
16,-51.5788,Tx-R-R-T-T-Rx,6,"1 -6 1, -0.742233 -7.99003 1.62075, 0.0432027 -8.88717 1.9006, 0.34034 -9.03919 1.75746, 1.35149 -9.5565 1.27037, 1.91275 -9.84364 1"
16,-52.4932,Tx-T-D-T-R-Rx,6,"1 -6 1, 1.27271 -7.40635 1, 1.45605 -8.35188 1, 1.45021 -8.36497 1, 1.35149 -8.58615 1, 1.91275 -9.84364 1"
16,-52.5491,Tx-T-D-T-Rx,5,"1 -6 1, 0.452817 -7.40635 1.00006, 0.353335 -7.66204 1.00007, 1.35149 -9.05845 1.00002, 1.91275 -9.84364 1"
16,-52.8012,Tx-R-T-T-R-Rx,6,"1 -6 1, -0.742233 -7.70138 1, 0.34034 -8.75857 1.00001, 1.35149 -9.74602 1.00001, 1.6821 -10.0689 1.00001, 1.91275 -9.84364 1"
16,-53.0266,Tx-T-D-T-Rx,5,"1 -6 1, 2.34754 -7.40635 1, 4.27506 -9.418 1, 2.46906 -9.7434 1, 1.91275 -9.84364 1"
16,-53.7062,Tx-T-D-T-Rx,5,"1 -6 1, 0.539803 -7.40635 1.00362, 0.396453 -7.84443 1.00475, 1.35149 -9.10363 1.00176, 1.91275 -9.84364 1"
16,-53.749,Tx-R-D-T-T-Rx,6,"1 -6 1, -0.742233 -8.00767 1.6274, 0.00888247 -8.87322 1.89788, 0.34034 -9.04217 1.74156, 1.35149 -9.55756 1.26469, 1.91275 -9.84364 1"
16,-54.3826,Tx-T-D-R-T-Rx,6,"1 -6 1, 2.74436 -7.40635 1, 4.75782 -9.02967 1, 4.60212 -9.08796 1, 2.46906 -9.68732 1, 1.91275 -9.84364 1"
16,-54.536,Tx-D-T-T-Rx,5,"1 -6 1, 1.42451 -1.96475 1, 1.76171 -7.40635 1, 1.82112 -8.36497 1, 1.91275 -9.84364 1"
16,-54.7249,Tx-T-R-T-Rx,5,"1 -6 1, 1.33397 -7.40635 2.4782, 1.45637 -7.92182 3.02001, 1.56161 -8.36497 2.55422, 1.91275 -9.84364 1"
16,-55.3371,Tx-T-D-T-R-Rx,6,"1 -6 1, 1.3219 -7.40635 1, 1.53832 -8.35188 1, 1.54084 -8.36497 1, 1.86933 -10.0689 1.00001, 1.91275 -9.84364 1"
16,-55.6297,Tx-R-D-R-T-T-Rx,7,"1 -6 1, 1.10319 -7.40635 0.95843, 1.36187 -3.88092 0.854217, 1.46963 -1.96475 0.882736, 1.77567 -7.40635 0.963725, 1.82959 -8.36497 0.977992, 1.91275 -9.84364 1"
16,-55.6396,Tx-D-T-T-Rx,5,"1 -6 1, 1.495 -1.96885 1, 1.78345 -7.40635 1, 1.83431 -8.36497 1, 1.91275 -9.84364 1"
16,-55.6702,Tx-T-T-R-R-R-Rx,7,"1 -6 1, 1.39281 -7.40635 1.00002, 1.66056 -8.36497 1.00003, 2.13648 -10.0689 1.00004, 2.46906 -8.87812 1.00003, 2.32574 -8.36497 1.00002, 1.91275 -9.84364 1"
16,-55.7821,Tx-R-T-T-Rx,5,"1 -6 1, 1.30959 -1.94646 0.999998, 1.7266 -7.40635 0.999999, 1.79981 -8.36497 1, 1.91275 -9.84364 1"
16,-55.9853,Tx-T-D-R-T-Rx,6,"1 -6 1, 1.20902 -7.40635 1, 1.35149 -8.36497 1, 1.50993 -7.40635 0.999999, 1.66836 -8.36497 1, 1.91275 -9.84364 1"
16,-56.3696,Tx-T-D-T-Rx,5,"1 -6 1, 2.74436 -7.40635 1, 4.75782 -9.02967 1, 2.46906 -9.68448 1, 1.91275 -9.84364 1"
16,-56.7949,Tx-T-R-T-R-Rx,6,"1 -6 1, 1.74106 -7.40635 2.4782, 2.01269 -7.92182 3.02001, 2.2462 -8.36497 2.55422, 2.46906 -8.7879 2.10968, 1.91275 -9.84364 1"
16,-56.8834,Tx-T-D-R-T-Rx,6,"1 -6 1, 2.33848 -7.40635 1, 4.27007 -9.4359 1, 2.53144 -10.0689 1.00001, 2.46906 -10.0462 1, 1.91275 -9.84364 1"
16,-57.5548,Tx-T-R-R-R-T-Rx,7,"1 -6 1, 0.657603 -7.40635 1.00001, 0.34034 -8.70947 1.00003, 0.671309 -10.0689 1.00004, 1.31944 -7.40635 1.00002, 1.5528 -8.36497 1.00001, 1.91275 -9.84364 1"
16,-57.7169,Tx-R-T-T-R-Rx,6,"1 -6 1, 0.141928 -3.9886 0.491294, 1.82508 -7.40635 0.78824, 2.29717 -8.36497 0.871528, 2.46906 -8.71401 0.901854, 1.91275 -9.84364 1"
16,-58.2894,Tx-T-T-R-R-Rx,6,"1 -6 1, 1.33958 -7.40635 0.820452, 1.57104 -8.36497 0.698067, 1.77068 -9.19179 0.592508, 1.88372 -10.0689 0.916742, 1.91275 -9.84364 1"
16,-58.3566,Tx-T-D-R-T-Rx,6,"1 -6 1, 1.27808 -7.40635 1.00007, 1.46464 -8.34987 1.00012, 1.5897 -7.40635 1.00008, 1.71676 -8.36497 1.00005, 1.91275 -9.84364 1"
16,-58.3991,Tx-R-D-T-T-Rx,6,"1 -6 1, 1.08718 -7.40635 1, 1.42451 -1.96475 1, 1.76171 -7.40635 1, 1.82112 -8.36497 1, 1.91275 -9.84364 1"
16,-58.6074,Tx-T-D-T-Rx,5,"1 -6 1, 1.32337 -7.40635 1.51551, 1.54078 -8.35188 1.8621, 1.54404 -8.36497 1.85454, 1.91275 -9.84364 1"
16,-58.6522,Tx-T-T-R-R-D-Rx,7,"1 -6 1, 1.45437 -7.40635 1.00148, 1.76409 -8.36497 1.0025, 2.3146 -10.0689 1.0043, 2.46906 -9.59077 1.00479, 2.09117 -8.42108 1.00599, 1.91275 -9.84364 1"
16,-58.7896,Tx-T-D-T-Rx,5,"1 -6 1, 1.71318 -7.40635 1, 2.19267 -8.35188 1, 2.19022 -8.36497 1, 1.91275 -9.84364 1"
16,-58.9612,Tx-T-D-T-R-R-Rx,7,"1 -6 1, 1.27271 -7.40635 1, 1.45605 -8.35188 1, 1.45157 -8.36497 1, 1.35149 -8.6569 1.00001, 1.83553 -10.0689 1.00001, 1.91275 -9.84364 1"
16,-59.0903,Tx-D-T-T-Rx,5,"1 -6 1, 1.54176 -1.96885 1, 1.79793 -7.40635 1, 1.84309 -8.36497 1, 1.91275 -9.84364 1"
16,-59.2079,Tx-T-T-R-D-R-Rx,7,"1 -6 1, 1.63887 -7.40635 1.12866, 2.07434 -8.36497 1.21636, 2.46906 -9.23388 1.29586, 2.1042 -10.0371 1.36934, 2.09808 -10.0437 1.35752, 1.91275 -9.84364 1"
16,-59.4667,Tx-R-D-T-T-Rx,6,"1 -6 1, 1.10172 -7.40635 1, 1.495 -1.96885 1, 1.78345 -7.40635 1, 1.83431 -8.36497 1, 1.91275 -9.84364 1"
16,-60.0195,Tx-T-D-T-R-R-Rx,7,"1 -6 1, 0.452125 -7.40635 1.00011, 0.353054 -7.66066 1.00013, 1.35149 -8.64458 1.00008, 2.46906 -9.74589 1.00003, 2.14131 -10.0689 1.00002, 1.91275 -9.84364 1"
16,-60.1155,Tx-T-T-R-D-R-R-Rx,8,"1 -6 1, 1.39241 -7.40635 1.11727, 1.65988 -8.36497 1.1972, 2.13531 -10.0689 1.33927, 2.14235 -10.0437 1.34138, 2.46906 -8.87549 1.21507, 2.32628 -8.36497 1.15987, 1.91275 -9.84364 1"
16,-60.1626,Tx-R-D-T-T-Rx,6,"1 -6 1, -0.742233 -8.23657 1.74916, -0.475892 -8.57848 1.86368, 0.34034 -9.0108 1.56855, 1.35149 -9.54636 1.20294, 1.91275 -9.84364 1"
16,-60.2648,Tx-T-D-T-Rx,5,"1 -6 1, 0.615869 -7.40635 1, 0.345738 -8.39534 1, 1.35149 -9.3249 1, 1.91275 -9.84364 1"
16,-60.2877,Tx-T-D-T-Rx,5,"1 -6 1, 0.623087 -7.40635 1, 0.353539 -8.4121 1, 1.35149 -9.32834 1, 1.91275 -9.84364 1"
16,-60.3721,Tx-T-R-T-D-R-Rx,7,"1 -6 1, 1.29508 -7.40635 2.27872, 1.46614 -8.22163 3.02001, 1.49621 -8.36497 2.88968, 1.84705 -10.0371 1.36934, 1.84915 -10.0437 1.35752, 1.91275 -9.84364 1"
16,-60.4853,Tx-D-T-T-Rx,5,"1 -6 1, 0.492227 -3.82677 0.851846, 1.33733 -7.40635 0.939987, 1.56365 -8.36497 0.963591, 1.91275 -9.84364 1"
16,-60.5512,Tx-T-D-T-Rx,5,"1 -6 1, 2.37208 -7.40635 1, 4.29 -9.37218 1, 2.46906 -9.73331 1, 1.91275 -9.84364 1"
16,-60.6384,Tx-T-D-R-R-T-Rx,7,"1 -6 1, 0.632075 -7.40635 1.00002, 0.353539 -8.47102 1.00004, 0.725563 -10.0689 1.00005, 1.34537 -7.40635 1.00002, 1.56853 -8.36497 1.00001, 1.91275 -9.84364 1"
16,-60.6631,Tx-R-D-T-T-Rx,6,"1 -6 1, 1.41423 -1.94646 0.999998, 1.41568 -1.96069 0.999998, 1.75906 -7.40635 0.999999, 1.81951 -8.36497 1, 1.91275 -9.84364 1"
16,-60.7078,Tx-T-R-T-D-Rx,6,"1 -6 1, 2.41868 -7.40635 1, 4.3278 -9.29887 1, 2.46906 -8.52085 1.00001, 2.132 -8.37976 1.00001, 1.91275 -9.84364 1"
16,-60.8449,Tx-T-D-T-R-R-Rx,7,"1 -6 1, 2.34754 -7.40635 1, 4.27506 -9.418 1, 2.46906 -9.87204 1.00001, 1.68613 -10.0689 1.00001, 1.35149 -9.98474 1, 1.91275 -9.84364 1"
16,-60.9477,Tx-T-T-R-R-D-Rx,7,"1 -6 1, 1.44114 -7.40635 1.00002, 1.74184 -8.36497 1.00003, 2.27631 -10.0689 1.00004, 2.46906 -9.45436 1.00004, 2.132 -8.37976 1.00002, 1.91275 -9.84364 1"
16,-61.0604,Tx-T-D-T-R-Rx,6,"1 -6 1, 1.71318 -7.40635 1, 2.19267 -8.35188 1, 2.18037 -8.36497 1, 1.35149 -9.24664 1, 1.91275 -9.84364 1"
17,-37.3491,Tx-T-T-Rx,4,"1 -6 1, 1.51691 -7.40635 1, 1.86926 -8.36497 1, 2.41275 -9.84364 1"
17,-38.1418,Tx-T-T-R-Rx,5,"1 -6 1, 1.55812 -7.40635 1, 1.93855 -8.36497 1, 2.46906 -9.70174 1, 2.41275 -9.84364 1"
17,-45.8942,Tx-T-T-R-Rx,5,"1 -6 1, 1.46269 -7.40635 1, 1.77807 -8.36497 1, 2.33865 -10.0689 1.00001, 2.41275 -9.84364 1"
17,-46.6023,Tx-T-T-R-R-Rx,6,"1 -6 1, 1.49957 -7.40635 1, 1.8401 -8.36497 1, 2.44537 -10.0689 1.00001, 2.46906 -10.0022 1, 2.41275 -9.84364 1"
17,-48.6216,Tx-T-D-T-Rx,5,"1 -6 1, 0.452817 -7.40635 1.0001, 0.353335 -7.66204 1.00012, 1.35149 -8.71942 1.00006, 2.41275 -9.84364 1"
17,-50.118,Tx-R-T-T-R-Rx,6,"1 -6 1, 1.51647 -1.96885 1, 2.21311 -7.40635 1, 2.33593 -8.36497 1, 2.46906 -9.40411 1, 2.41275 -9.84364 1"
17,-50.5552,Tx-R-R-T-T-Rx,6,"1 -6 1, -0.742233 -8.11607 1.75484, -0.377533 -8.55903 1.91285, 0.34034 -8.88953 1.678, 1.35149 -9.35505 1.3472, 2.41275 -9.84364 1"
17,-50.6935,Tx-T-D-T-Rx,5,"1 -6 1, 1.3219 -7.40635 1, 1.53832 -8.35188 1, 1.54599 -8.36497 1, 2.41275 -9.84364 1"
17,-52.1061,Tx-T-D-T-Rx,5,"1 -6 1, 0.53978 -7.40635 1.00612, 0.396453 -7.84434 1.00802, 1.35149 -8.79133 1.00422, 2.41275 -9.84364 1"
17,-52.2268,Tx-T-D-T-Rx,5,"1 -6 1, 2.34754 -7.40635 1, 4.27506 -9.418 1, 2.46906 -9.83077 1, 2.41275 -9.84364 1"
17,-52.541,Tx-T-D-T-R-Rx,6,"1 -6 1, 0.452125 -7.40635 1.0001, 0.353054 -7.66066 1.00012, 1.35149 -8.664 1.00007, 2.46906 -9.78705 1, 2.41275 -9.84364 1"
17,-53.2308,Tx-T-D-T-R-Rx,6,"1 -6 1, 1.3219 -7.40635 1, 1.53832 -8.35188 1, 1.54698 -8.36497 1, 2.46906 -9.75853 1, 2.41275 -9.84364 1"
17,-53.24,Tx-R-R-T-T-Rx,6,"1 -6 1, -0.742233 -7.83488 1.64286, 0.175402 -8.8013 1.98145, 0.34034 -8.87815 1.9091, 1.35149 -9.34922 1.46554, 2.41275 -9.84364 1"
17,-53.4033,Tx-T-T-D-Rx,5,"1 -6 1, 1.46774 -7.40635 0.814327, 1.78657 -8.36497 0.687766, 2.03886 -9.12354 0.587617, 2.41275 -9.84364 1"
17,-53.854,Tx-R-R-T-T-R-Rx,7,"1 -6 1, -0.742233 -8.04396 1.63018, -0.0451944 -8.86171 1.8823, 0.34034 -9.08639 1.74391, 1.35149 -9.67565 1.38095, 2.02625 -10.0689 1.13875, 2.41275 -9.84364 1"
17,-54.0561,Tx-T-D-T-Rx,5,"1 -6 1, 2.74436 -7.40635 1, 4.75782 -9.02967 1, 2.46906 -9.82409 1, 2.41275 -9.84364 1"
17,-54.3358,Tx-R-D-T-T-Rx,6,"1 -6 1, -0.742233 -7.83147 1.6439, 0.17709 -8.79788 1.98366, 0.34034 -8.87424 1.91183, 1.35149 -9.34722 1.46694, 2.41275 -9.84364 1"
17,-54.3492,Tx-R-R-T-T-Rx,6,"1 -6 1, -0.742233 -7.78156 1.65632, 0.202115 -8.74723 2.01207, 0.34034 -8.81579 1.94879, 1.35149 -9.31729 1.48587, 2.41275 -9.84364 1"
17,-54.5238,Tx-R-D-T-T-Rx,6,"1 -6 1, -0.742233 -7.97256 1.70467, -0.11447 -8.68331 1.95858, 0.34034 -8.89213 1.78607, 1.35149 -9.35638 1.40254, 2.41275 -9.84364 1"
17,-55.5588,Tx-T-R-T-Rx,5,"1 -6 1, 1.51691 -7.40635 2.4782, 1.70637 -7.92182 3.02001, 1.86926 -8.36497 2.55422, 2.41275 -9.84364 1"
17,-55.698,Tx-T-T-D-R-Rx,6,"1 -6 1, 1.42832 -7.40635 0.827615, 1.72027 -8.36497 0.710112, 1.97266 -9.19367 0.608533, 2.32267 -10.0689 0.919881, 2.41275 -9.84364 1"
17,-55.9652,Tx-T-R-T-R-Rx,6,"1 -6 1, 1.55812 -7.40635 2.4782, 1.76269 -7.92182 3.02001, 1.93855 -8.36497 2.55422, 2.46906 -9.70174 1.14915, 2.41275 -9.84364 1"
17,-56.6399,Tx-T-D-T-R-Rx,6,"1 -6 1, 1.3219 -7.40635 1, 1.53832 -8.35188 1, 1.54421 -8.36497 1, 2.31135 -10.0689 1.00001, 2.41275 -9.84364 1"
17,-57.2636,Tx-D-T-T-R-Rx,6,"1 -6 1, 1.495 -1.96885 1, 2.20647 -7.40635 1, 2.3319 -8.36497 1, 2.46906 -9.41326 1, 2.41275 -9.84364 1"
17,-57.3214,Tx-T-T-D-R-R-Rx,7,"1 -6 1, 1.46261 -7.40635 0.818245, 1.77793 -8.36497 0.694355, 2.03706 -9.15272 0.592547, 2.42901 -10.0689 0.919601, 2.46906 -9.97527 0.953015, 2.41275 -9.84364 1"
17,-57.3537,Tx-D-T-T-R-Rx,6,"1 -6 1, 1.54176 -1.96885 1, 2.22094 -7.40635 1, 2.34068 -8.36497 1, 2.46906 -9.3928 1, 2.41275 -9.84364 1"
17,-57.807,Tx-T-D-T-R-Rx,6,"1 -6 1, 1.27271 -7.40635 1, 1.45605 -8.35188 1, 1.44583 -8.36497 1, 1.35149 -8.48568 1, 2.41275 -9.84364 1"
17,-58.2472,Tx-T-D-T-Rx,5,"1 -6 1, 1.50051 -7.40635 1.51551, 1.83702 -8.35188 1.8621, 1.84207 -8.36497 1.85454, 2.41275 -9.84364 1"
17,-58.2565,Tx-T-D-T-Rx,5,"1 -6 1, 0.452125 -7.40635 1.00011, 0.353054 -7.66066 1.00013, 1.35149 -8.71886 1.00007, 2.41275 -9.84364 1"
17,-58.3392,Tx-R-T-T-R-R-Rx,7,"1 -6 1, 1.49764 -1.96885 1, 2.16888 -7.40635 1, 2.28722 -8.36497 1, 2.46906 -9.83797 1.00001, 2.44056 -10.0689 1.00001, 2.41275 -9.84364 1"
17,-58.3975,Tx-T-D-T-Rx,5,"1 -6 1, 2.7421 -7.40635 1, 4.75735 -9.03322 1, 2.46906 -9.82417 1, 2.41275 -9.84364 1"
17,-58.5511,Tx-T-D-T-Rx,5,"1 -6 1, 0.451545 -7.40635 1.00003, 0.352773 -7.65962 1.00003, 1.35149 -8.71848 1.00002, 2.41275 -9.84364 1"
17,-58.7324,Tx-T-D-T-R-R-Rx,7,"1 -6 1, 1.3219 -7.40635 1, 1.53832 -8.35188 1, 1.54497 -8.36497 1, 2.41091 -10.0689 1.00001, 2.46906 -9.95445 1, 2.41275 -9.84364 1"
17,-58.849,Tx-R-D-T-T-R-Rx,7,"1 -6 1, -0.742233 -7.93102 1.61219, 0.131986 -8.89996 1.91938, 0.34034 -9.02732 1.83539, 1.35149 -9.6454 1.4278, 2.04427 -10.0689 1.14854, 2.41275 -9.84364 1"
17,-58.8827,Tx-D-T-T-R-Rx,6,"1 -6 1, 1.42451 -1.96475 1, 2.18483 -7.40635 1, 2.31877 -8.36497 1, 2.46906 -9.44061 1, 2.41275 -9.84364 1"
17,-58.895,Tx-T-T-D-Rx,5,"1 -6 1, 1.48099 -7.40635 0.812976, 1.80885 -8.36497 0.685495, 2.07034 -9.12955 0.583817, 2.41275 -9.84364 1"
17,-58.993,Tx-T-T-D-Rx,5,"1 -6 1, 1.39569 -7.40635 1.3466, 1.6654 -8.36497 1.58286, 2.13585 -10.0371 1.99495, 2.41275 -9.84364 1"
17,-59.0652,Tx-T-D-T-R-Rx,6,"1 -6 1, 0.452817 -7.40635 1.00007, 0.353335 -7.66204 1.00009, 1.35149 -8.93775 1.00005, 2.23652 -10.0689 1.00001, 2.41275 -9.84364 1"
17,-59.1128,Tx-T-D-R-T-Rx,6,"1 -6 1, 1.31756 -7.40635 0.999999, 1.53061 -8.34987 0.999998, 1.7768 -7.40635 0.999997, 2.02692 -8.36497 0.999998, 2.41275 -9.84364 1"
17,-59.2746,Tx-D-R-T-T-R-Rx,7,"1 -6 1, 1.295 -3.71925 0.667126, 1.51875 -1.96885 0.727662, 2.21382 -7.40635 0.91571, 2.33636 -8.36497 0.948862, 2.46906 -9.40311 0.984765, 2.41275 -9.84364 1"
17,-59.2869,Tx-T-D-T-R-R-R-Rx,8,"1 -6 1, 1.76237 -7.40635 0.806703, 2.27492 -8.35188 0.676744, 2.28263 -8.36497 0.674909, 2.46906 -8.68152 0.630518, 2.13186 -9.25409 0.550226, 2.46906 -9.75927 0.935637, 2.41275 -9.84364 1"
17,-59.384,Tx-T-D-T-R-Rx,6,"1 -6 1, 1.54041 -7.40635 1.51551, 1.90375 -8.35188 1.8621, 1.9092 -8.36497 1.85454, 2.46906 -9.7085 1.0781, 2.41275 -9.84364 1"
17,-59.6531,Tx-D-T-T-Rx,5,"1 -6 1, 0.50449 -3.82302 0.870436, 1.64024 -7.40635 0.94755, 1.94408 -8.36497 0.968179, 2.41275 -9.84364 1"
17,-59.7585,Tx-T-D-T-Rx,5,"1 -6 1, 0.528143 -7.40635 1.00605, 0.386539 -7.8284 1.00787, 1.35149 -8.78813 1.00412, 2.41275 -9.84364 1"
17,-60.2515,Tx-R-D-T-T-Rx,6,"1 -6 1, -0.742233 -8.10194 1.83321, -0.487842 -8.40885 1.95487, 0.34034 -8.81852 1.68223, 1.35149 -9.31868 1.34936, 2.41275 -9.84364 1"
17,-60.2892,Tx-T-D-T-R-Rx,6,"1 -6 1, 0.452817 -7.40635 1.00011, 0.353335 -7.66204 1.00013, 1.35149 -8.66459 1.00007, 2.46906 -9.78708 1, 2.41275 -9.84364 1"
17,-60.4518,Tx-D-T-T-R-Rx,6,"1 -6 1, 0.505154 -3.82266 0.874838, 1.70759 -7.40635 0.949335, 2.02923 -8.36497 0.969262, 2.46906 -9.67581 0.996511, 2.41275 -9.84364 1"
17,-60.474,Tx-T-D-T-R-R-Rx,7,"1 -6 1, 0.452817 -7.40635 1.00008, 0.353335 -7.66204 1.0001, 1.35149 -8.8716 1.00006, 2.33951 -10.0689 1.00001, 2.46906 -9.91188 1, 2.41275 -9.84364 1"
17,-60.5085,Tx-T-R-T-Rx,5,"1 -6 1, 1.51691 -7.40635 0.341218, 1.70637 -7.92182 0.0997569, 1.86926 -8.36497 0.307342, 2.41275 -9.84364 1"
17,-60.6617,Tx-T-T-D-Rx,5,"1 -6 1, 1.4999 -7.40635 1.51163, 1.84065 -8.36497 1.86037, 1.84235 -8.36976 1.86211, 2.41275 -9.84364 1"
18,-48.4164,Tx-T-D-Rx,4,"1 -6 1, 2.33848 -7.40635 1, 4.27007 -9.4359 1, 2.91275 -9.84364 1"
18,-53.0514,Tx-D-T-Rx,4,"1 -6 1, 1.54176 -1.96885 1, 2.48842 -7.40635 1, 2.91275 -9.84364 1"
18,-53.1608,Tx-T-D-R-Rx,5,"1 -6 1, 2.34754 -7.40635 1, 4.27506 -9.418 1, 2.46906 -9.75969 1, 2.91275 -9.84364 1"
18,-54.5514,Tx-R-T-Rx,4,"1 -6 1, 1.64877 -1.94646 0.999998, 2.52265 -7.40635 0.999999, 2.91275 -9.84364 1"
18,-56.0193,Tx-D-T-Rx,4,"1 -6 1, 1.495 -1.96885 1, 2.47395 -7.40635 1, 2.91275 -9.84364 1"
18,-56.716,Tx-T-D-R-Rx,5,"1 -6 1, 2.74436 -7.40635 1, 4.75782 -9.02967 1, 2.46906 -9.71147 1, 2.91275 -9.84364 1"
18,-57.5403,Tx-D-T-Rx,4,"1 -6 1, 1.42451 -1.96475 1, 2.45237 -7.40635 1, 2.91275 -9.84364 1"
18,-58.1782,Tx-T-D-Rx,4,"1 -6 1, 2.25936 -7.40635 1, 4.25274 -9.6324 1, 2.91275 -9.84364 1"
18,-59.3901,Tx-D-T-Rx,4,"1 -6 1, 2.27987 -1.96885 1, 2.71687 -7.40635 1, 2.91275 -9.84364 1"
18,-59.7178,Tx-R-D-T-Rx,5,"1 -6 1, 1.36539 -1.94646 0.861633, 1.54303 -3.91724 0.794363, 2.34944 -7.40635 0.91543, 2.91275 -9.84364 1"
18,-59.9668,Tx-T-D-R-Rx,5,"1 -6 1, 1.67741 -7.40635 0.999999, 2.13203 -8.35016 0.999998, 2.34996 -7.40635 0.999997, 2.91275 -9.84364 1"
18,-60.0084,Tx-T-D-Rx,4,"1 -6 1, 2.34754 -7.40635 1, 4.27506 -9.418 1, 2.91275 -9.84364 1"
18,-60.5143,Tx-R-R-R-R-T-Rx,7,"1 -6 1, 1.1051 -7.40635 1, 1.51148 -1.96885 1.00001, 1.91785 -7.40635 1.00001, 2.32422 -1.96885 1.00001, 2.7306 -7.40635 1, 2.91275 -9.84364 1"
18,-60.5239,Tx-R-R-T-Rx,5,"1 -6 1, 1.1822 -7.40635 1, 1.88958 -1.94646 0.999998, 2.59697 -7.40635 0.999999, 2.91275 -9.84364 1"
18,-60.5702,Tx-T-D-R-Rx,5,"1 -6 1, 1.71613 -7.40635 1.00001, 2.19671 -8.35014 1.00002, 2.39659 -7.40635 1.00001, 2.91275 -9.84364 1"
18,-60.6302,Tx-D-R-T-Rx,5,"1 -6 1, 1.54702 -1.9668 0.999998, 1.55053 -1.94646 0.999998, 2.49233 -7.40635 0.999999, 2.91275 -9.84364 1"
18,-60.8196,Tx-R-R-T-R-Rx,6,"1 -6 1, 3.60848 -1.94646 1, 5.35787 -4.66498 1, 3.59378 -7.40635 1, 2.46906 -9.15415 1, 2.91275 -9.84364 1"
18,-61.0297,Tx-D-R-T-Rx,5,"1 -6 1, 1.29914 -3.87627 0.663179, 1.61601 -1.94646 0.729322, 2.51254 -7.40635 0.916461, 2.91275 -9.84364 1"
18,-61.0519,Tx-D-T-R-R-Rx,6,"1 -6 1, 1.54176 -1.96885 1, 2.3031 -7.40635 1, 2.43732 -8.36497 1, 2.57153 -7.40635 1, 2.91275 -9.84364 1"
18,-61.0948,Tx-T-D-Rx,4,"1 -6 1, 2.37208 -7.40635 1, 4.29 -9.37218 1, 2.91275 -9.84364 1"
18,-61.2035,Tx-R-D-R-T-Rx,6,"1 -6 1, 1.19053 -7.40635 0.953953, 1.42721 -5.65942 0.896751, 1.90228 -1.94646 0.929768, 2.60089 -7.40635 0.978324, 2.91275 -9.84364 1"
18,-61.2629,Tx-T-D-R-Rx,5,"1 -6 1, 2.37208 -7.40635 1, 4.29 -9.37218 1, 2.46906 -9.75127 1, 2.91275 -9.84364 1"
18,-61.4266,Tx-D-T-R-Rx,5,"1 -6 1, 1.54176 -1.96885 1.00024, 3.61565 -7.40635 1.00057, 3.71815 -7.67511 1.00059, 2.91275 -9.84364 1"
18,-61.4378,Tx-R-D-T-Rx,5,"1 -6 1, 1.40454 -7.40635 0.811804, 1.80641 -6.00929 0.62485, 2.20951 -7.40635 0.761537, 2.91275 -9.84364 1"
18,-61.9738,Tx-T-D-R-Rx,5,"1 -6 1, 2.74957 -7.40635 1.00074, 4.76138 -9.0235 1.00158, 4.07281 -7.94933 1.002, 2.91275 -9.84364 1"
18,-62.1839,Tx-R-D-T-Rx,5,"1 -6 1, 1.11133 -7.40635 1, 1.54176 -1.96885 1, 2.48842 -7.40635 1, 2.91275 -9.84364 1"
18,-62.1932,Tx-R-D-R-T-Rx,6,"1 -6 1, 1.1626 -7.40635 0.957499, 1.45077 -4.9139 0.882169, 1.85007 -1.94646 0.91435, 2.58478 -7.40635 0.973566, 2.91275 -9.84364 1"
18,-62.2146,Tx-T-D-R-Rx,5,"1 -6 1, 2.7421 -7.40635 1, 4.75735 -9.03322 1, 2.46906 -9.71202 1, 2.91275 -9.84364 1"
18,-62.4251,Tx-D-T-Rx,4,"1 -6 1, 1.66743 -1.96885 2.48052, 2.52732 -7.40635 1.45823, 2.91275 -9.84364 1"
18,-62.4282,Tx-D-R-T-Rx,5,"1 -6 1, 1.54176 -1.96885 1, 5.65853 -6.69285 1, 5.03674 -7.40635 1, 2.91275 -9.84364 1"
