Rx_Number,Path_Power,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordinates
18,-34.0833,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -5.65853 0.93298 5.94412, -2.82017 1.50000 6.91890"
18,-35.1481,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -5.65853 0.93298 6.45837, -3.78404 1.30745 7.40635, -2.82017 1.50000 6.91890"
18,-35.5966,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70610 0.28101 5.16651, -2.82017 1.50000 6.91890"
18,-35.6239,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.16752, -2.82017 1.50000 6.91890"
18,-35.6517,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28341 0.40785 4.80494, -2.82017 1.50000 6.91890"
18,-36.169,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.93068, -5.65853 0.90291 5.94346, -2.82017 1.50000 6.91890"
18,-36.172,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30869 0.30594 5.10956, -2.82017 1.50000 6.91890"
18,-36.4372,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.27693 0.58964 3.81690, -2.82017 1.50000 6.91890"
18,-37.0725,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.96600, -5.65853 0.90291 6.45739, -3.78338 1.29738 7.40635, -2.82017 1.50000 6.91890"
18,-38.2768,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -2.53127 0.09976 5.11405, -2.82017 1.50000 6.91890"
18,-38.3195,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30342 0.50935 5.25922, -2.82017 1.50000 6.91890"
18,-38.7782,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30621 0.50035 5.25307, -2.82017 1.50000 6.91890"
18,-39.5953,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -2.70179 3.02001 6.17935, -2.82017 1.50000 6.91890"
18,-39.8673,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.17005, -2.82017 1.50000 6.91890"
18,-39.9329,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29415 0.33826 5.26722, -2.72255 1.28440 7.40635, -2.82017 1.50000 6.91890"
18,-40.832,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28882 0.59946 3.81439, -2.82017 1.50000 6.91890"
18,-41.8578,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30567 0.48484 5.72039, -2.82017 1.50000 6.91890"
18,-42.4107,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29857 0.46261 5.82543, -5.65853 1.02495 6.41817, -2.82017 1.50000 6.91890"
18,-42.5403,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.31476, -2.79875 1.26979 7.40635, -2.82017 1.50000 6.91890"
18,-43.0499,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29297 0.66401 5.90106, -2.69121 1.29551 7.40635, -2.82017 1.50000 6.91890"
18,-43.256,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.31368 0.45496 5.35144, -2.72306 1.29963 7.40635, -2.82017 1.50000 6.91890"
18,-43.3981,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30747 0.39795 5.15284, -2.82017 1.50000 6.91890"
18,-43.5651,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70610 0.28101 5.31327, -2.79862 1.26974 7.40635, -2.82017 1.50000 6.91890"
18,-43.8248,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.42543 0.09976 5.10316, -2.31225 0.45094 5.53673, -2.82017 1.50000 6.91890"
18,-44.8094,Tx-R-R-R-Rx,5,"-2.48996 0.30000 4.85594, -3.24151 0.09976 5.23602, -5.65853 0.74375 6.45837, -3.78404 1.24319 7.40635, -2.82017 1.50000 6.91890"
18,-44.9073,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30886 0.30591 5.22936, -2.72663 1.28155 7.40635, -2.82017 1.50000 6.91890"
18,-44.9314,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30870 0.28993 4.91417, -2.71154 0.28298 5.04207, -5.65853 0.90291 5.99810, -2.82017 1.50000 6.91890"
18,-44.9542,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.38368 0.09976 5.12723, -2.31282 0.23326 5.30810, -2.82017 1.50000 6.91890"
18,-45.4425,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30874 0.28993 4.94145, -2.71154 0.28298 5.12980, -5.65853 0.90291 6.53775, -3.84046 1.28537 7.40635, -2.82017 1.50000 6.91890"
18,-45.816,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.70882 0.24398 4.96634, -3.24933 0.09976 5.23972, -5.65853 0.74262 6.45823, -3.78394 1.24283 7.40635, -2.82017 1.50000 6.91890"
18,-46.3732,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30451 0.31579 5.11350, -2.82017 1.50000 6.91890"
18,-46.5236,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29725 0.52014 5.28576, -2.82017 1.50000 6.91890"
18,-46.8257,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30376 0.40603 4.94133, -5.65853 0.99862 6.01256, -2.82017 1.50000 6.91890"
18,-47.3336,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.26444 0.54701 3.81957, -2.75368 1.38598 7.40635, -2.82017 1.50000 6.91890"
18,-47.3962,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30476 0.40408 4.97443, -5.65853 0.99765 6.55562, -3.85408 1.31701 7.40635, -2.82017 1.50000 6.91890"
18,-47.7447,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -3.19813 0.09976 5.20781, -3.71073 0.24470 5.46251, -5.65853 0.75557 6.45196, -3.77975 1.24832 7.40635, -2.82017 1.50000 6.91890"
18,-47.8742,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29986 0.51731 5.46195, -2.71588 1.30303 7.40635, -2.82017 1.50000 6.91890"
18,-48.1177,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30840 0.30599 4.91430, -5.65853 0.95236 5.99949, -2.82017 1.50000 6.91890"
18,-48.2835,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.31849, -2.79909 1.26959 7.40635, -2.82017 1.50000 6.91890"
18,-48.6279,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30844 0.30598 4.94166, -5.65853 0.95236 6.53979, -3.84199 1.30285 7.40635, -2.82017 1.50000 6.91890"
18,-48.7593,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.28096 0.37212 5.78493, -5.65853 0.50454 5.91806, -2.82017 1.50000 6.91890"
18,-48.8459,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.31141 0.23163 5.11897, -2.82017 1.50000 6.91890"
18,-48.8718,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.93748 0.28298 5.00493, -5.28096 0.37212 5.78513, -5.65853 0.50454 5.91824, -2.82017 1.50000 6.91890"
18,-48.8753,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.28878 0.54298 3.81450, -2.75667 1.38564 7.40635, -2.82017 1.50000 6.91890"
19,-17.9962,Tx-Rx,2,"-2.48996 0.30000 4.85594, -2.32582 1.50000 6.99380"
19,-22.1964,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30218 0.51214 5.33034, -2.32582 1.50000 6.99380"
19,-27.1283,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -2.34868 1.33292 7.40635, -2.32582 1.50000 6.99380"
19,-29.3342,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29580 0.64603 5.86327, -2.31949 1.31985 7.40635, -2.32582 1.50000 6.99380"
19,-30.6727,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29865 0.52004 5.53141, -2.32092 1.32326 7.40635, -2.32582 1.50000 6.99380"
19,-31.4349,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29902 0.63364 5.83373, -2.32025 1.31996 7.40635, -2.32582 1.50000 6.99380"
19,-31.9067,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70610 0.28101 5.16645, -2.32582 1.50000 6.99380"
19,-32.5019,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.16738, -2.32582 1.50000 6.99380"
19,-34.7254,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -5.65853 0.88485 5.89789, -2.32582 1.50000 6.99380"
19,-35.7,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -5.65853 0.88485 6.30002, -3.23104 1.33292 7.40635, -2.32582 1.50000 6.99380"
19,-36.6854,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.92773, -5.65853 0.85411 5.89731, -2.32582 1.50000 6.99380"
19,-37.5463,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.95543, -5.65853 0.85411 6.29923, -3.23056 1.32466 7.40635, -2.32582 1.50000 6.99380"
19,-37.7875,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.26483 0.55035 3.81949, -2.32582 1.50000 6.99380"
19,-38.8624,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -2.46942 0.09976 5.12342, -2.32582 1.50000 6.99380"
19,-39.6212,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -2.38467 3.02001 6.22740, -2.32582 1.50000 6.99380"
19,-39.6764,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30585 0.50048 5.31036, -2.32582 1.50000 6.99380"
19,-40.6063,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.28758, -2.38792 1.30149 7.40635, -2.32582 1.50000 6.99380"
19,-40.6965,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70610 0.28101 5.28629, -2.38777 1.30143 7.40635, -2.32582 1.50000 6.99380"
19,-40.9525,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -2.42536 0.09976 5.13085, -2.31088 0.45459 5.61800, -2.32582 1.50000 6.99380"
19,-41.7765,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29714 0.52094 5.35012, -2.32582 1.50000 6.99380"
19,-42.9001,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.26451 0.54895 3.81956, -2.31950 1.40190 7.40635, -2.32582 1.50000 6.99380"
19,-42.9684,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29898 0.45233 5.82602, -5.65853 0.97827 6.41225, -2.32582 1.50000 6.99380"
19,-43.6379,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.16976, -2.32582 1.50000 6.99380"
19,-44.5247,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.31432 0.45886 5.22999, -2.32582 1.50000 6.99380"
19,-44.63,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.43887 0.09976 5.13377, -2.30548 0.62256 5.85914, -2.32582 1.50000 6.99380"
19,-45.5062,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30870 0.28993 4.91211, -2.71154 0.28298 5.03546, -5.65853 0.85411 5.95449, -2.32582 1.50000 6.99380"
19,-45.8628,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.39706 0.81945 5.48670, -5.65853 0.86896 5.59634, -2.32582 1.50000 6.99380"
19,-46.0572,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30873 0.28993 4.93360, -2.71154 0.28298 5.10456, -5.65853 0.85411 6.37837, -3.28027 1.31503 7.40635, -2.32582 1.50000 6.99380"
19,-46.6168,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70610 0.24568 5.16663, -2.32582 1.50000 6.99380"
19,-46.6977,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28882 0.59721 3.81440, -2.32582 1.50000 6.99380"
19,-47.1472,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -3.27150 0.09976 5.20781, -3.83721 0.24470 5.46251, -5.65853 0.68830 6.29521, -3.22818 1.28023 7.40635, -2.32582 1.50000 6.99380"
19,-47.3196,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.31453 0.45735 5.24089, -2.32582 1.50000 6.99380"
19,-47.4284,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30369 0.40616 4.93905, -5.65853 0.95489 5.96983, -2.32582 1.50000 6.99380"
19,-48.0092,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.28096 0.37212 5.75083, -5.65853 0.48690 5.87732, -2.32582 1.50000 6.99380"
19,-48.0856,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30448 0.40463 4.96510, -5.65853 0.95406 6.39656, -3.29248 1.34165 7.40635, -2.32582 1.50000 6.99380"
19,-48.112,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.93748 0.28298 4.99947, -5.28096 0.37212 5.75103, -5.65853 0.48690 5.87750, -2.32582 1.50000 6.99380"
19,-48.6658,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30839 0.30599 4.91223, -5.65853 0.90455 5.95573, -2.32582 1.50000 6.99380"
19,-48.8569,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -5.28096 0.37212 6.09621, -5.65853 0.48690 6.27152, -3.21436 1.22990 7.40635, -2.32582 1.50000 6.99380"
19,-48.9463,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.93748 0.28298 5.05486, -5.28096 0.37212 6.09649, -5.65853 0.48690 6.27177, -3.21451 1.22985 7.40635, -2.32582 1.50000 6.99380"
19,-49.1466,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30476 0.50085 5.48682, -2.32210 1.32325 7.40635, -2.32582 1.50000 6.99380"
19,-49.2205,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30843 0.30598 4.93376, -5.65853 0.90455 6.38009, -3.28141 1.32927 7.40635, -2.32582 1.50000 6.99380"
19,-49.5515,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30369 0.44865 5.83305, -5.65853 0.97607 6.82926, -3.71513 1.28159 7.40635, -2.32582 1.50000 6.99380"
19,-49.8332,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.78615 0.17461 5.34367, -2.97415 0.13187 5.39366, -5.65853 0.74223 6.10753, -2.32582 1.50000 6.99380"
19,-50.3775,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29661 0.37792 4.93543, -2.78108 0.28298 5.08439, -5.65853 0.84688 5.96911, -2.32582 1.50000 6.99380"
19,-50.8128,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30369 0.45217 5.83306, -5.65853 0.97782 6.41535, -2.32582 1.50000 6.99380"
19,-50.8621,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.60341 0.09976 5.14277, -2.70610 0.28101 5.40240, -2.32582 1.50000 6.99380"
19,-50.8875,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29679 0.52336 5.54628, -2.32055 1.32271 7.40635, -2.32582 1.50000 6.99380"
19,-50.9208,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.70683 0.24470 5.11394, -2.75573 0.09976 5.29028, -2.77697 0.16270 5.36686, -2.32582 1.50000 6.99380"
19,-51.0821,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29732 0.39927 4.76984, -5.65853 0.95198 5.88655, -2.32582 1.50000 6.99380"
19,-51.1003,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.29861 0.38158 4.96027, -2.80019 0.28298 5.17451, -5.65853 0.84486 6.39540, -3.29169 1.31013 7.40635, -2.32582 1.50000 6.99380"
20,-18.395,Tx-Rx,2,"-2.48996 0.30000 4.85594, -1.82790 1.50000 7.03292"
20,-20.9058,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29719 0.52056 5.31956, -1.82790 1.50000 7.03292"
20,-27.8641,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -1.91246 1.34674 7.40635, -1.82790 1.50000 7.03292"
20,-30.0862,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29690 0.52257 5.48259, -1.90414 1.34111 7.40635, -1.82790 1.50000 7.03292"
20,-30.836,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.21455 0.65961 5.83507, -1.82790 1.50000 7.03292"
20,-34.4489,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.13144, -1.82790 1.50000 7.03292"
20,-35.0631,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70610 0.28101 5.13067, -1.82790 1.50000 7.03292"
20,-35.3271,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -5.65853 0.84325 5.84147, -1.82790 1.50000 7.03292"
20,-35.356,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.27158 0.65959 5.83493, -1.91309 1.33863 7.40635, -1.82790 1.50000 7.03292"
20,-36.2315,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -5.65853 0.84325 6.17958, -2.72183 1.34674 7.40635, -1.82790 1.50000 7.03292"
20,-37.1675,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.92401, -5.65853 0.81215 5.84099, -1.82790 1.50000 7.03292"
20,-37.9853,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.94736, -5.65853 0.81215 6.17893, -2.72146 1.33955 7.40635, -1.82790 1.50000 7.03292"
20,-39.694,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -2.06524 3.02001 6.25250, -1.82790 1.50000 7.03292"
20,-42.7505,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30265 0.51107 5.30304, -1.82790 1.50000 7.03292"
20,-43.1623,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70610 0.24568 5.13254, -1.82790 1.50000 7.03292"
20,-43.371,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.17145 0.51764 7.40635, -1.99657 0.63713 6.00610, -1.82790 1.50000 7.03292"
20,-43.507,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29934 0.44355 5.82654, -5.65853 0.93714 6.39018, -1.82790 1.50000 7.03292"
20,-43.6699,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70610 0.28101 5.22492, -1.95626 1.32183 7.40635, -1.82790 1.50000 7.03292"
20,-44.9644,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.22595, -1.95642 1.32190 7.40635, -1.82790 1.50000 7.03292"
20,-45.568,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.39706 0.78572 5.48670, -5.65853 0.83136 5.58550, -1.82790 1.50000 7.03292"
20,-45.9354,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30214 0.43128 5.75233, -2.29748 0.44158 5.82394, -5.65853 0.93623 6.73801, -3.20101 1.29792 7.40635, -1.82790 1.50000 7.03292"
20,-46.0226,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30870 0.28993 4.90942, -2.71154 0.28298 5.02680, -5.65853 0.81215 5.89908, -1.82790 1.50000 7.03292"
20,-46.5902,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30872 0.28993 4.92759, -2.71154 0.28298 5.08524, -5.65853 0.81215 6.25686, -2.76719 1.33134 7.40635, -1.82790 1.50000 7.03292"
20,-47.4349,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.28096 0.37212 5.70617, -5.65853 0.47332 5.82521, -1.82790 1.50000 7.03292"
20,-47.5636,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.93748 0.28298 4.99231, -5.28096 0.37212 5.70637, -5.65853 0.47332 5.82539, -1.82790 1.50000 7.03292"
20,-47.9775,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30359 0.40634 4.93597, -5.65853 0.91697 5.91504, -1.82790 1.50000 7.03292"
20,-48.2391,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -5.28096 0.37212 5.99786, -5.65853 0.47332 6.15774, -2.70979 1.26364 7.40635, -1.82790 1.50000 7.03292"
20,-48.3609,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.93748 0.28298 5.03909, -5.28096 0.37212 5.99813, -5.65853 0.47332 6.15798, -2.70992 1.26360 7.40635, -1.82790 1.50000 7.03292"
20,-48.6726,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30426 0.40504 4.95800, -5.65853 0.91622 6.27535, -2.77873 1.35510 7.40635, -1.82790 1.50000 7.03292"
20,-48.8516,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.13347, -1.82790 1.50000 7.03292"
20,-49.1974,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30839 0.30599 4.90951, -5.65853 0.86305 5.90018, -1.82790 1.50000 7.03292"
20,-49.5314,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30370 0.44031 5.83305, -5.65853 0.93507 6.74196, -3.20623 1.29673 7.40635, -1.82790 1.50000 7.03292"
20,-49.7612,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30842 0.30598 4.92772, -5.65853 0.86304 6.25833, -2.76809 1.34366 7.40635, -1.82790 1.50000 7.03292"
20,-49.8688,Tx-R-R-D-Rx,5,"-2.48996 0.30000 4.85594, -2.35507 0.09976 5.92853, -2.16923 0.37565 7.40635, -1.99314 0.63706 6.00612, -1.82790 1.50000 7.03292"
20,-49.9261,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.39468 0.81984 5.48431, -1.82790 1.50000 7.03292"
20,-50.1328,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30689 0.49973 5.00892, -2.00810 3.02001 6.27147, -1.82790 1.50000 7.03292"
20,-50.5381,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -5.39706 0.76568 5.48670, -5.65853 0.81260 5.63322, -2.49430 1.38042 7.40635, -1.82790 1.50000 7.03292"
20,-50.5962,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29640 0.37754 4.93287, -2.81500 0.28298 5.08428, -5.65853 0.80149 5.91450, -1.82790 1.50000 7.03292"
20,-50.9049,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.61499 0.09976 5.12095, -2.70610 0.24568 5.31407, -1.82790 1.50000 7.03292"
20,-51.1009,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.17418 0.52166 7.40635, -2.00047 0.64359 6.00339, -1.82790 1.50000 7.03292"
20,-51.1769,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.17059 0.51036 7.40635, -1.99562 0.62560 6.00902, -1.82790 1.50000 7.03292"
20,-51.3461,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.29810 0.38064 4.95388, -2.83228 0.28298 5.16380, -5.65853 0.79968 6.27445, -2.77816 1.32627 7.40635, -1.82790 1.50000 7.03292"
20,-51.4965,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29181 0.44360 5.81599, -5.65853 0.93775 6.38524, -1.82790 1.50000 7.03292"
20,-51.5923,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30370 0.44294 5.83305, -5.65853 0.93647 6.39326, -1.82790 1.50000 7.03292"
20,-51.6353,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29859 0.39947 4.76662, -5.65853 0.91372 5.82560, -1.82790 1.50000 7.03292"
20,-51.8318,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28881 0.59213 3.81441, -1.82790 1.50000 7.03292"
20,-52.4676,Tx-R-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30942 0.25359 4.92890, -3.02011 0.09976 5.21110, -5.65853 0.67085 6.25874, -2.76835 1.29644 7.40635, -1.82790 1.50000 7.03292"
20,-52.5405,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29105 0.39831 4.78569, -5.65853 0.91371 6.18641, -2.72566 1.36260 7.40635, -1.82790 1.50000 7.03292"
20,-52.7653,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30912 0.26989 4.93506, -3.39330 0.13187 5.40289, -5.65853 0.64027 6.28615, -2.78561 1.28506 7.40635, -1.82790 1.50000 7.03292"
20,-52.9688,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29706 0.39924 4.77050, -2.92419 0.28298 4.96777, -5.65853 0.78987 5.82792, -1.82790 1.50000 7.03292"
21,-35.8962,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -5.65853 0.80715 5.75806, -1.32981 1.50000 6.99047"
21,-36.7831,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -5.65853 0.80715 6.10958, -2.38094 1.33176 7.40635, -1.32981 1.50000 6.99047"
21,-37.5227,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70610 0.28101 5.08126, -1.32981 1.50000 6.99047"
21,-37.6329,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.91837, -5.65853 0.77592 5.75766, -1.32981 1.50000 6.99047"
21,-38.3372,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.08187, -1.32981 1.50000 6.99047"
21,-38.4298,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.94269, -5.65853 0.77593 6.10904, -2.38061 1.32423 7.40635, -1.32981 1.50000 6.99047"
21,-39.7966,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -1.74571 3.02001 6.22526, -1.32981 1.50000 6.99047"
21,-42.8383,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70610 0.24568 5.08410, -1.32981 1.50000 6.99047"
21,-43.6019,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29735 0.51944 5.22898, -1.32981 1.50000 6.99047"
21,-44.0685,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29963 0.43641 5.82695, -5.65853 0.90112 6.33532, -1.32981 1.50000 6.99047"
21,-44.7507,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.39706 0.75736 5.48670, -5.65853 0.79966 5.57236, -1.32981 1.50000 6.99047"
21,-46.5015,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30204 0.42418 5.75317, -2.29672 0.43367 5.82289, -5.65853 0.89980 6.69687, -2.92950 1.27820 7.40635, -1.32981 1.50000 6.99047"
21,-46.5514,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30869 0.28993 4.90518, -2.71154 0.28298 5.01318, -5.65853 0.77592 5.81407, -1.32981 1.50000 6.99047"
21,-46.8662,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.20074 0.62874 3.81437, -1.32981 1.50000 6.99047"
