Rx_Number,Path_Power,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordinates
14,-46.8979,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.94244 0.09976 5.34398, -2.99705 0.12393 5.40289, -4.36102 1.50000 6.19985"
14,-47.1407,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.70882 0.24398 5.03481, -3.10544 0.09976 5.36894, -5.52390 0.97921 7.40635, -5.65853 1.02817 7.29293, -4.36102 1.50000 6.19985"
14,-47.2459,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28052 0.37037 4.78471, -4.36102 1.50000 6.19985"
14,-47.8233,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.21582, -3.77351 1.06741 7.40635, -4.36102 1.50000 6.19985"
14,-48.1988,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29941 0.39960 4.76456, -5.65853 1.19339 5.79992, -4.36102 1.50000 6.19985"
14,-49.1069,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30087 0.11661 4.98512, -4.36102 1.50000 6.19985"
14,-49.6739,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.92034, -5.65853 1.12796 5.80871, -4.36102 1.50000 6.19985"
15,-18.9693,Tx-Rx,2,"-2.48996 0.30000 4.85594, -4.26311 1.50000 6.56639"
15,-26.4992,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -2.30682 0.42036 5.02543, -4.26311 1.50000 6.56639"
15,-27.6369,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.02712, -4.26311 1.50000 6.56639"
15,-31.9479,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -5.65853 1.13311 6.04343, -4.26311 1.50000 6.56639"
15,-32.5865,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -3.82381 1.20270 7.40635, -4.26311 1.50000 6.56639"
15,-33.2805,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30850 0.30597 4.98222, -4.26311 1.50000 6.56639"
15,-33.7076,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -5.65853 1.13311 7.20973, -5.39384 1.20270 7.40635, -4.26311 1.50000 6.56639"
15,-33.941,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.91840 0.13187 5.40289, -4.26311 1.50000 6.56639"
15,-35.6597,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70882 0.28271 4.93530, -5.65853 1.10907 6.04257, -4.26311 1.50000 6.56639"
15,-36.4727,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30880 0.28983 4.97810, -2.70882 0.28271 5.24573, -4.26311 1.50000 6.56639"
15,-36.8277,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.01324, -5.65853 1.10907 7.20803, -5.39199 1.18375 7.40635, -4.26311 1.50000 6.56639"
15,-37.015,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.02561, -4.26311 1.50000 6.56639"
15,-37.5305,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30607 0.40154 5.01750, -4.26311 1.50000 6.56639"
15,-38.9709,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.19524, -3.83521 1.16488 7.40635, -4.26311 1.50000 6.56639"
15,-38.9974,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29401 0.33842 4.99356, -4.26311 1.50000 6.56639"
15,-40.0264,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -3.62745 3.02001 5.95321, -4.26311 1.50000 6.56639"
15,-40.5839,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29689 0.50452 5.82298, -5.65853 1.20799 6.34832, -4.26311 1.50000 6.56639"
15,-40.9811,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30936 0.48942 5.07176, -4.26311 1.50000 6.56639"
15,-43.0055,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30880 0.28960 4.97810, -2.70683 0.28199 5.24441, -4.26311 1.50000 6.56639"
15,-43.6686,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -3.12208 0.13187 5.34367, -5.65853 1.01445 7.21617, -5.40091 1.10409 7.40635, -4.26311 1.50000 6.56639"
15,-43.8839,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30575 0.39459 5.04866, -4.26311 1.50000 6.56639"
15,-44.0178,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.34762 1.02035 5.59206, -5.65853 1.10775 5.76959, -4.26311 1.50000 6.56639"
15,-44.3766,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.31238 0.43849 5.18494, -3.72788 1.20875 7.40635, -4.26311 1.50000 6.56639"
15,-44.4217,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30385 0.40584 4.94455, -5.65853 1.17857 6.08994, -4.26311 1.50000 6.56639"
15,-44.4727,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28881 0.58382 3.81442, -4.26311 1.50000 6.56639"
15,-44.5063,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -2.35002 0.09976 5.01292, -2.30797 0.15993 5.06008, -4.26311 1.50000 6.56639"
15,-44.8385,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.88080 0.09976 5.34398, -2.92798 0.12393 5.40289, -4.26311 1.50000 6.56639"
15,-44.883,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30606 0.40155 5.01743, -5.65853 1.17716 7.29734, -5.49823 1.21425 7.40635, -4.26311 1.50000 6.56639"
15,-45.4384,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -2.32600 0.09976 5.02075, -2.30252 0.12843 5.04435, -4.26311 1.50000 6.56639"
15,-45.5846,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.71154 0.28298 5.02919, -4.26311 1.50000 6.56639"
15,-45.6297,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30880 0.28983 4.97746, -2.70882 0.28271 5.24368, -5.65853 1.10907 7.28203, -5.47863 1.15947 7.40635, -4.26311 1.50000 6.56639"
15,-45.6949,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30871 0.28983 4.91747, -2.70882 0.28271 5.05179, -5.65853 1.10907 6.07998, -4.26311 1.50000 6.56639"
15,-45.8922,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.78615 0.14706 5.34367, -2.83304 0.13187 5.37556, -5.65853 1.04770 7.29725, -5.49812 1.09969 7.40635, -4.26311 1.50000 6.56639"
15,-46.0002,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.33135 0.09976 5.01892, -2.30343 0.13501 5.04762, -4.26311 1.50000 6.56639"
15,-46.5406,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30840 0.30599 4.91773, -5.65853 1.14890 6.08160, -4.26311 1.50000 6.56639"
15,-46.6647,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30849 0.30597 4.97797, -5.65853 1.14889 7.28525, -5.48269 1.19314 7.40635, -4.26311 1.50000 6.56639"
15,-47.1667,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.27745 0.35504 5.00384, -2.28049 0.34393 5.01163, -4.26311 1.50000 6.56639"
15,-47.6579,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 1.10305 5.59060, -4.26311 1.50000 6.56639"
15,-48.1531,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29189 0.50425 5.81598, -5.65853 1.20822 6.34650, -4.26311 1.50000 6.56639"
15,-48.4296,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30868 0.30594 5.10601, -3.74034 1.18062 7.40635, -4.26311 1.50000 6.56639"
15,-48.4366,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29431 0.39881 4.77745, -5.65853 1.17716 6.04191, -4.26311 1.50000 6.56639"
15,-48.6597,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30950 0.25403 4.98881, -2.88051 0.13187 5.40289, -5.65853 1.04256 7.29560, -5.49597 1.09585 7.40635, -4.26311 1.50000 6.56639"
15,-48.7214,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.19225, -3.83508 1.16501 7.40635, -4.26311 1.50000 6.56639"
15,-48.9927,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30363 0.59047 5.83320, -3.58105 1.18341 7.40635, -4.26311 1.50000 6.56639"
15,-49.1009,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -3.13197 0.09976 5.34398, -3.20947 0.12393 5.40289, -5.65853 1.00053 7.21425, -5.39879 1.09350 7.40635, -4.26311 1.50000 6.56639"
15,-49.1404,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.41659 0.09976 4.98671, -2.30737 0.39785 5.18137, -4.26311 1.50000 6.56639"
15,-49.1505,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29387 0.37262 5.00257, -4.26311 1.50000 6.56639"
15,-49.1516,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30367 0.50458 5.83311, -5.65853 1.20759 6.35098, -4.26311 1.50000 6.56639"
15,-49.2888,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.90964 0.13187 5.40289, -2.93998 0.09976 5.42898, -4.26311 1.50000 6.56639"
15,-49.4407,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30745 0.50035 5.03011, -4.26311 1.50000 6.56639"
16,-18.5406,Tx-Rx,2,"-2.48996 0.30000 4.85594, -3.80714 1.50000 6.76941"
16,-24.8752,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -2.30950 0.44542 5.09237, -3.80714 1.50000 6.76941"
16,-29.4184,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.07994, -3.80714 1.50000 6.76941"
16,-30.0599,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -3.54393 1.26020 7.40635, -3.80714 1.50000 6.76941"
16,-31.7406,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30856 0.30596 5.02227, -3.80714 1.50000 6.76941"
16,-32.6295,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -5.65853 1.05743 6.06371, -3.80714 1.50000 6.76941"
16,-33.9866,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -5.65853 1.05743 6.86778, -4.81030 1.26020 7.40635, -3.80714 1.50000 6.76941"
16,-34.9896,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.93815, -5.65853 1.03043 6.06285, -3.80714 1.50000 6.76941"
16,-36.0189,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.99289, -5.65853 1.03043 6.86634, -4.80907 1.24588 7.40635, -3.80714 1.50000 6.76941"
16,-36.3244,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29403 0.33839 5.03748, -3.80714 1.50000 6.76941"
16,-36.7445,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.31090 0.47994 5.12081, -3.80714 1.50000 6.76941"
16,-36.8006,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.08191, -3.80714 1.50000 6.76941"
16,-38.2758,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30745 0.39884 5.06335, -3.80714 1.50000 6.76941"
16,-39.1824,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.22906, -3.55811 1.22433 7.40635, -3.80714 1.50000 6.76941"
16,-39.4348,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30886 0.28959 5.01310, -2.70683 0.28199 5.35588, -3.80714 1.50000 6.76941"
16,-39.7433,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -3.33495 3.02001 6.08345, -3.80714 1.50000 6.76941"
16,-41.1271,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29755 0.48796 5.82394, -5.65853 1.14053 6.43359, -3.80714 1.50000 6.76941"
16,-42.5492,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28881 0.58785 3.81442, -3.80714 1.50000 6.76941"
16,-42.735,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.28318 0.40900 4.82998, -2.28205 0.42009 4.80555, -3.80714 1.50000 6.76941"
16,-43.137,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30872 0.30593 5.13290, -3.47921 1.23868 7.40635, -3.80714 1.50000 6.76941"
16,-44.7924,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30885 0.28983 5.01308, -2.70882 0.28271 5.35756, -3.80714 1.50000 6.76941"
16,-44.8303,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -5.34762 0.95419 5.59206, -5.65853 1.03267 5.76135, -3.80714 1.50000 6.76941"
16,-45.2522,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30393 0.40569 4.94702, -5.65853 1.11083 6.12132, -3.80714 1.50000 6.76941"
16,-45.354,Tx-R-R-R-Rx,5,"-2.48996 0.30000 4.85594, -3.11803 0.09976 5.25472, -5.65853 0.90973 6.86778, -4.81030 1.18017 7.40635, -3.80714 1.50000 6.76941"
16,-45.56,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30871 0.28983 4.91928, -2.70882 0.28271 5.05759, -5.65853 1.03059 6.10930, -3.80714 1.50000 6.76941"
16,-45.717,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30547 0.40270 4.99785, -5.65853 1.10966 6.95994, -4.89563 1.27050 7.40635, -3.80714 1.50000 6.76941"
16,-45.827,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30877 0.28983 4.96114, -2.70882 0.28271 5.19152, -5.65853 1.03059 6.94360, -4.87946 1.22812 7.40635, -3.80714 1.50000 6.76941"
16,-46.0803,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.76455 0.09976 5.34398, -2.79769 0.12393 5.40289, -3.80714 1.50000 6.76941"
16,-46.1414,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30880 0.40725 5.09845, -3.80714 1.50000 6.76941"
16,-46.5502,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29403 0.33839 5.03652, -2.29623 0.37679 5.07130, -3.80714 1.50000 6.76941"
16,-46.6635,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.70882 0.24398 4.99260, -3.15716 0.09976 5.27748, -5.65853 0.90443 6.86689, -4.80954 1.17754 7.40635, -3.80714 1.50000 6.76941"
16,-46.769,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30634 0.50284 5.09336, -3.80714 1.50000 6.76941"
16,-46.921,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30840 0.30598 4.91950, -5.65853 1.07501 6.11097, -3.80714 1.50000 6.76941"
16,-47.0515,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.23235, -3.55827 1.22417 7.40635, -3.80714 1.50000 6.76941"
16,-47.2074,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.78615 0.15417 5.34367, -2.86193 0.13187 5.38698, -5.65853 0.95505 6.98523, -4.92165 1.17195 7.40635, -3.80714 1.50000 6.76941"
16,-47.2854,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29455 0.39226 4.76969, -2.72429 0.28298 4.93446, -5.65853 1.02918 6.05954, -3.80714 1.50000 6.76941"
16,-47.2904,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30847 0.30597 4.96151, -5.65853 1.07500 6.94637, -4.88218 1.25322 7.40635, -3.80714 1.50000 6.76941"
16,-47.3557,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.35652 0.09976 5.05476, -2.30995 0.16964 5.12415, -3.80714 1.50000 6.76941"
16,-47.494,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.71154 0.28298 5.08460, -3.80714 1.50000 6.76941"
16,-47.5694,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.78615 0.14075 5.34367, -2.81664 0.13187 5.35287, -5.65853 0.96030 6.21062, -3.80714 1.50000 6.76941"
16,-47.6072,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30714 0.50004 5.10178, -3.80714 1.50000 6.76941"
16,-48.0375,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.28877 0.52635 3.81453, -3.57845 1.35335 7.40635, -3.80714 1.50000 6.76941"
16,-48.13,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.27739 0.35505 5.05087, -2.27894 0.34455 5.06033, -3.80714 1.50000 6.76941"
16,-48.1693,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.41640 0.09976 5.02579, -2.30702 0.39749 5.27833, -3.80714 1.50000 6.76941"
16,-48.651,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -5.34616 1.02405 5.59060, -3.80714 1.50000 6.76941"
16,-48.6575,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -3.23201 0.09976 5.34398, -3.32159 0.12393 5.40289, -5.65853 0.89173 6.87615, -4.81749 1.16805 7.40635, -3.80714 1.50000 6.76941"
16,-48.6801,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29406 0.37283 5.04964, -3.80714 1.50000 6.76941"
16,-48.7655,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30368 0.48877 5.83310, -5.65853 1.14040 6.43645, -3.80714 1.50000 6.76941"
16,-48.8412,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29410 0.33832 5.15826, -3.47310 1.24353 7.40635, -3.80714 1.50000 6.76941"
16,-48.8485,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30339 0.31817 5.02958, -3.80714 1.50000 6.76941"
17,-17.9603,Tx-Rx,2,"-2.48996 0.30000 4.85594, -3.31104 1.50000 6.82405"
17,-25.3702,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -2.30587 0.31244 5.06546, -3.31104 1.50000 6.82405"
17,-26.1259,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.31223 0.47177 5.16311, -3.31104 1.50000 6.82405"
17,-28.1614,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -3.15842 1.27695 7.40635, -3.31104 1.50000 6.82405"
17,-32.902,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29405 0.33837 5.08151, -3.31104 1.50000 6.82405"
17,-33.4083,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -5.65853 0.98931 5.98647, -3.31104 1.50000 6.82405"
17,-33.6136,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30862 0.30595 5.06195, -3.31104 1.50000 6.82405"
17,-34.103,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.12749, -3.31104 1.50000 6.82405"
17,-34.6068,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -5.65853 0.98931 6.65546, -4.33636 1.27695 7.40635, -3.31104 1.50000 6.82405"
17,-35.0022,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30598 0.31258 5.18953, -3.10196 1.25298 7.40635, -3.31104 1.50000 6.82405"
17,-35.6263,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.93329, -5.65853 0.96039 5.98572, -3.31104 1.50000 6.82405"
17,-35.8645,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.31419 0.45641 5.28434, -3.09640 1.27529 7.40635, -3.31104 1.50000 6.82405"
17,-36.1193,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28345 0.40358 4.80489, -3.31104 1.50000 6.82405"
17,-36.592,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.71154 0.28298 4.97906, -5.65853 0.96039 6.65425, -4.33543 1.26453 7.40635, -3.31104 1.50000 6.82405"
17,-36.9572,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.28342 0.40751 4.80493, -2.29018 0.43027 4.85015, -3.31104 1.50000 6.82405"
17,-38.2683,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.12982, -3.31104 1.50000 6.82405"
17,-38.7357,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -2.59269 0.09976 5.10218, -3.31104 1.50000 6.82405"
17,-39.4661,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28882 0.59755 3.81440, -3.31104 1.50000 6.82405"
17,-39.6156,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -3.01669 3.02001 6.11850, -3.31104 1.50000 6.82405"
17,-40.0029,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30769 0.39817 5.09321, -3.31104 1.50000 6.82405"
17,-41.0488,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.28342 0.41582 4.82980, -2.27800 0.42734 4.80711, -3.31104 1.50000 6.82405"
17,-41.3142,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29699 0.50065 3.91579, -2.27992 0.52323 3.81638, -3.16713 1.36368 7.40635, -3.31104 1.50000 6.82405"
17,-41.4645,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70683 0.28199 5.28818, -3.18076 1.23736 7.40635, -3.31104 1.50000 6.82405"
17,-41.8541,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29809 0.47454 5.82473, -5.65853 1.07826 6.41306, -3.31104 1.50000 6.82405"
17,-42.3066,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.60341 0.09976 5.10768, -2.70610 0.28101 5.33555, -3.31104 1.50000 6.82405"
17,-42.5066,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.29413 0.33829 5.21492, -3.09756 1.25612 7.40635, -3.31104 1.50000 6.82405"
17,-43.0437,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30510 0.50559 5.16351, -3.31104 1.50000 6.82405"
17,-43.4626,Tx-R-R-Rx,4,"-2.48996 0.30000 4.85594, -2.36914 0.09976 5.09022, -2.31028 0.19731 5.20435, -3.31104 1.50000 6.82405"
17,-43.585,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.70610 0.28101 5.12659, -3.31104 1.50000 6.82405"
17,-43.7117,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30880 0.30592 5.18381, -3.10297 1.25210 7.40635, -3.31104 1.50000 6.82405"
17,-43.8859,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30674 0.50018 5.16764, -3.31104 1.50000 6.82405"
17,-43.9248,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30247 0.45370 5.74967, -2.30018 0.46686 5.82784, -5.65853 1.07495 7.09966, -4.84867 1.22159 7.40635, -3.31104 1.50000 6.82405"
17,-44.5199,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.28877 0.53463 3.81451, -3.16843 1.36533 7.40635, -3.31104 1.50000 6.82405"
17,-44.6885,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.36468 0.09976 5.09203, -2.30973 0.18758 5.19557, -3.31104 1.50000 6.82405"
17,-45.0624,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.28827 0.62648 3.81446, -3.31104 1.50000 6.82405"
17,-45.0638,Tx-R-R-R-Rx,5,"-2.48996 0.30000 4.85594, -3.18009 0.09976 5.24789, -5.65853 0.81888 6.65546, -4.33636 1.20250 7.40635, -3.31104 1.50000 6.82405"
17,-45.0741,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.30890 0.28959 5.04102, -2.70683 0.28199 5.44477, -3.31104 1.50000 6.82405"
17,-45.6805,Tx-R-D-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30871 0.28983 4.91590, -2.70882 0.28271 5.04676, -5.65853 0.96055 6.03643, -3.31104 1.50000 6.82405"
17,-46.0797,Tx-R-D-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.30876 0.28983 4.95110, -2.70882 0.28271 5.15938, -5.65853 0.96055 6.73484, -4.40128 1.24947 7.40635, -3.31104 1.50000 6.82405"
17,-46.0831,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.41621 0.09976 5.06275, -2.30669 0.39715 5.36988, -3.31104 1.50000 6.82405"
17,-46.2104,Tx-D-R-R-R-Rx,6,"-2.48996 0.30000 4.85594, -2.70882 0.24398 4.97916, -3.20349 0.09976 5.26020, -5.65853 0.81556 6.65498, -4.33599 1.20116 7.40635, -3.31104 1.50000 6.82405"
17,-46.2196,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.30381 0.40592 4.94319, -5.65853 1.04959 6.04974, -3.31104 1.50000 6.82405"
17,-46.2246,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70610 0.24568 5.05874, -2.31023 0.47077 5.47314, -3.31104 1.50000 6.82405"
17,-46.553,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.30391 0.31707 5.06836, -3.31104 1.50000 6.82405"
17,-46.6126,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.30511 0.40340 4.98591, -5.65853 1.04845 6.75220, -4.41659 1.28734 7.40635, -3.31104 1.50000 6.82405"
17,-46.8135,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.31287 0.44274 5.19670, -3.31104 1.50000 6.82405"
17,-46.9247,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.70882 0.28271 5.29189, -3.18101 1.23716 7.40635, -3.31104 1.50000 6.82405"
17,-47.0893,Tx-R-D-Rx,4,"-2.48996 0.30000 4.85594, -2.35580 0.09976 5.09416, -2.30989 0.16828 5.17568, -3.31104 1.50000 6.82405"
17,-47.2222,Tx-R-D-R-R-R-Rx,7,"-2.48996 0.30000 4.85594, -2.30899 0.27772 4.95049, -2.70882 0.24398 5.15707, -3.11004 0.13187 5.37154, -5.65853 0.84402 6.73382, -4.40039 1.19559 7.40635, -3.31104 1.50000 6.82405"
17,-47.4941,Tx-D-R-R-Rx,5,"-2.48996 0.30000 4.85594, -2.29748 0.39587 4.76571, -2.78205 0.28298 4.94043, -5.65853 0.95311 5.97761, -3.31104 1.50000 6.82405"
18,-17.8256,Tx-Rx,2,"-2.48996 0.30000 4.85594, -2.82017 1.50000 6.91890"
18,-23.974,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.31365 0.46303 5.20838, -2.82017 1.50000 6.91890"
18,-27.2616,Tx-R-Rx,3,"-2.48996 0.30000 4.85594, -2.76718 1.30745 7.40635, -2.82017 1.50000 6.91890"
18,-30.6384,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29022 0.65454 5.83467, -2.82017 1.50000 6.91890"
18,-31.1528,Tx-D-R-Rx,4,"-2.48996 0.30000 4.85594, -2.31132 0.46993 5.38147, -2.72144 1.30014 7.40635, -2.82017 1.50000 6.91890"
18,-31.4648,Tx-D-Rx,3,"-2.48996 0.30000 4.85594, -2.29408 0.33834 5.13531, -2.82017 1.50000 6.91890"
